Year,City,Population,Violent Crime Total,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime Total,Burglary,Larceny-Theft,Motor Vehicle Theft,Violent Crime Rate,Murder and Nonnegligent Manslaughter Rate,Rape Rate,Robbery Rate,Aggravated Assault Rate,Property Crime Rate,Burglary Rate,Larceny-Theft Rate,Motor Vechicle Theft Rate
"2010","Indianapolis, IN","831,388","9,646","92","461","3,367","5,726","45,944","13,938","27,530","4,476","1,160.2","11.1","55.4","405.0","688.7","5,526.2","1,676.5","3,311.3","538.4"
"2011","Indianapolis, IN","833,024","9,170","96","435","3,372","5,267","46,967","15,122","26,588","5,257","1,100.8","11.5","52.2","404.8","632.3","5,638.1","1,815.3","3,191.7","631.1"
"2012","Indianapolis, IN","838,650","9,942","97","436","3,442","5,967","46,898","14,774","27,525","4,599","1,185.5","11.6","52.0","410.4","711.5","5,592.1","1,761.6","3,282.1","548.4"
"2013","Indianapolis, IN","850,220","10,479","129","656","3,800","5,894","44,606","13,445","26,156","5,005","1,232.5","15.2","77.2","446.9","693.2","5,246.4","1,581.4","3,076.4","588.7"
"2014","Indianapolis, IN","858,238","10,768","136","573","3,808","6,251","41,394","12,125","24,090","5,179","1,254.7","15.8","66.8","443.7","728.4","4,823.1","1,412.8","2,806.9","603.4"
"2001","Boston, MA","591,944","7,361","65","361","2,523","4,412","30,024","4,222","17,608","8,194","1,243.5","11.0","61.0","426.2","745.3","5,072.1","713.2","2,974.6","1,384.3"
"2002","Boston, MA","596,444","6,956","60","369","2,533","3,994","28,750","3,830","17,824","7,096","1,166.2","10.1","61.9","424.7","669.6","4,820.2","642.1","2,988.4","1,189.7"
"2003","Boston, MA","589,795","7,173","39","262","2,759","4,113","27,876","4,344","17,069","6,463","1,216.2","6.6","44.4","467.8","697.4","4,726.4","736.5","2,894.1","1,095.8"
"2004","Boston, MA","580,087","6,917","61","269","2,428","4,159","27,616","4,545","17,526","5,545","1,192.4","10.5","46.4","418.6","717.0","4,760.7","783.5","3,021.3","955.9"
"2005","Boston, MA","567,589","7,479","73","268","2,649","4,489","25,205","4,531","15,957","4,717","1,317.7","12.9","47.2","466.7","790.9","4,440.7","798.3","2,811.4","831.1"
"2006","Boston, MA","562,393","7,533","75","275","2,698","4,485","25,094","4,121","16,897","4,076","1,339.5","13.3","48.9","479.7","797.5","4,462.0","732.8","3,004.5","724.8"
"2007","Boston, MA","591,855","6,837","65","263","2,242","4,267","24,579","3,810","17,351","3,418","1,155.2","11.0","44.4","378.8","721.0","4,152.9","643.7","2,931.6","577.5"
"2008","Boston, MA","604,465","6,676","62","237","2,398","3,979","22,429","3,493","16,531","2,405","1,104.4","10.3","39.2","396.7","658.3","3,710.6","577.9","2,734.8","397.9"
"2009","Boston, MA","624,222","6,192","50","269","2,277","3,596","20,749","2,955","15,507","2,287","992.0","8.0","43.1","364.8","576.1","3,324.0","473.4","2,484.2","366.4"
"2010","Boston, MA","617,594","5,819","73","256","1,926","3,564","20,628","3,587","15,004","2,037","942.2","11.8","41.5","311.9","577.1","3,340.1","580.8","2,429.4","329.8"
"2011","Boston, MA","621,359","5,252","63","271","1,904","3,014","19,445","3,482","14,064","1,899","845.2","10.1","43.6","306.4","485.1","3,129.4","560.4","2,263.4","305.6"
"2012","Boston, MA","630,648","5,266","57","249","1,910","3,050","18,349","3,325","13,400","1,624","835.0","9.0","39.5","302.9","483.6","2,909.5","527.2","2,124.8","257.5"
"2013","Boston, MA","643,799","5,037","39","279","1,868","2,851","17,853","3,096","13,147","1,610","782.4","6.1","43.3","290.2","442.8","2,773.1","480.9","2,042.1","250.1"
"2014","Boston, MA","654,413","4,749","53","280","1,680","2,736","17,269","2,680","13,077","1,512","725.7","8.1","42.8","256.7","418.1","2,638.9","409.5","1,998.3","231.0"
"2001","Baltimore, MD","660,826","14,799","256","296","5,747","8,500","48,689","10,899","29,615","8,175","2,239.5","38.7","44.8","869.7","1,286.3","7,367.9","1,649.3","4,481.5","1,237.1"
"2002","Baltimore, MD","671,028","13,789","253","178","4,714","8,644","42,031","8,759","26,716","6,556","2,054.9","37.7","26.5","702.5","1,288.2","6,263.7","1,305.3","3,981.4","977.0"
"2003","Baltimore, MD","644,554","11,183","270","204","4,339","6,370","37,470","7,789","22,824","6,857","1,735.0","41.9","31.6","673.2","988.3","5,813.3","1,208.4","3,541.1","1,063.8"
"2004","Baltimore, MD","634,279","11,667","276","182","4,050","7,159","36,059","7,981","21,366","6,712","1,839.4","43.5","28.7","638.5","1,128.7","5,685.0","1,258.3","3,368.5","1,058.2"
"2005","Baltimore, MD","641,097","11,248","269","162","3,910","6,907","33,241","7,338","19,691","6,212","1,754.5","42.0","25.3","609.9","1,077.4","5,185.0","1,144.6","3,071.5","969.0"
"2006","Baltimore, MD","637,556","10,816","276","138","4,229","6,173","32,321","7,608","18,451","6,262","1,696.5","43.3","21.6","663.3","968.2","5,069.5","1,193.3","2,894.0","982.2"
"2007","Baltimore, MD","624,237","10,182","282","146","3,895","5,859","29,939","7,381","16,742","5,816","1,631.1","45.2","23.4","624.0","938.6","4,796.1","1,182.4","2,682.0","931.7"
"2008","Baltimore, MD","634,549","10,080","234","137","4,026","5,683","30,570","7,832","17,230","5,508","1,588.5","36.9","21.6","634.5","895.6","4,817.6","1,234.3","2,715.3","868.0"
"2009","Baltimore, MD","638,755","9,664","238","158","3,707","5,561","29,163","7,798","16,741","4,624","1,512.9","37.3","24.7","580.3","870.6","4,565.6","1,220.8","2,620.9","723.9"
"2010","Baltimore, MD","620,961","9,316","223","265","3,336","5,492","28,280","7,573","16,298","4,409","1,500.3","35.9","42.7","537.2","884.4","4,554.2","1,219.6","2,624.6","710.0"
"2011","Baltimore, MD","626,848","8,886","197","341","3,457","4,891","29,824","8,615","17,010","4,199","1,417.6","31.4","54.4","551.5","780.3","4,757.8","1,374.3","2,713.6","669.9"
"2012","Baltimore, MD","625,474","8,789","218","315","3,605","4,651","29,149","7,770","17,397","3,982","1,405.2","34.9","50.4","576.4","743.6","4,660.3","1,242.3","2,781.4","636.6"
"2013","Baltimore, MD","622,671","8,725","233","298","3,734","4,460","30,789","7,391","18,946","4,452","1,401.2","37.4","47.9","599.7","716.3","4,944.7","1,187.0","3,042.7","715.0"
"2014","Baltimore, MD","623,513","8,346","211","245","3,677","4,213","29,420","6,926","18,008","4,486","1,338.5","33.8","39.3","589.7","675.7","4,718.4","1,110.8","2,888.2","719.5"
"2001","Detroit, MI","956,283","20,947","395","652","7,096","12,804","69,246","15,096","29,613","24,537","2,190.5","41.3","68.2","742.0","1,338.9","7,241.2","1,578.6","3,096.7","2,565.9"
"2002","Detroit, MI","961,987","19,940","402","708","6,288","12,542","65,095","14,399","26,839","23,857","2,072.8","41.8","73.6","653.6","1,303.8","6,766.7","1,496.8","2,790.0","2,480.0"
"2003","Detroit, MI","927,766","18,724","366","814","5,817","11,727","64,809","14,100","25,353","25,356","2,018.2","39.4","87.7","627.0","1,264.0","6,985.5","1,519.8","2,732.7","2,733.0"
"2004","Detroit, MI","914,353","15,913","385","719","5,451","9,358","57,415","12,202","20,640","24,573","1,740.4","42.1","78.6","596.2","1,023.5","6,279.3","1,334.5","2,257.3","2,687.5"
"2005","Detroit, MI","900,932","21,246","356","589","6,820","13,481","53,991","15,305","17,387","21,299","2,358.2","39.5","65.4","757.0","1,496.3","5,992.8","1,698.8","1,929.9","2,364.1"
"2006","Detroit, MI","884,462","21,391","421","592","7,235","13,143","62,375","18,137","21,297","22,941","2,418.5","47.6","66.9","818.0","1,486.0","7,052.3","2,050.6","2,407.9","2,593.8"
"2007","Detroit, MI","860,971","19,690","392","335","6,567","12,396","58,161","17,764","20,933","19,464","2,287.0","45.5","38.9","762.7","1,439.8","6,755.3","2,063.3","2,431.3","2,260.7"
"2008","Detroit, MI","905,783","17,982","323","334","6,325","11,000","54,057","18,425","19,536","16,096","1,985.2","35.7","36.9","698.3","1,214.4","5,968.0","2,034.2","2,156.8","1,777.0"
"2009","Detroit, MI","908,441","18,094","363","334","6,007","11,390","50,929","19,236","18,801","12,892","1,991.8","40.0","36.8","661.2","1,253.8","5,606.2","2,117.5","2,069.6","1,419.1"
"2010","Detroit, MI","713,777","16,973","310","403","5,539","10,721","47,809","17,078","18,127","12,604","2,377.9","43.4","56.5","776.0","1,502.0","6,698.0","2,392.6","2,539.6","1,765.8"
"2011","Detroit, MI","713,239","15,245","344","427","4,962","9,512","43,818","15,994","16,456","11,368","2,137.4","48.2","59.9","695.7","1,333.6","6,143.5","2,242.4","2,307.2","1,593.9"
"2012","Detroit, MI","707,096","15,011","386","441","4,843","9,341","40,956","13,488","15,968","11,500","2,122.9","54.6","62.4","684.9","1,321.0","5,792.1","1,907.5","2,258.3","1,626.4"
"2013","Detroit, MI","699,889","14,501","316","613","4,771","8,801","40,558","11,758","17,198","11,602","2,071.9","45.2","87.6","681.7","1,257.5","5,794.9","1,680.0","2,457.2","1,657.7"
"2014","Detroit, MI","684,694","13,622","298","557","3,573","9,194","32,995","9,179","13,724","10,092","1,989.5","43.5","81.4","521.8","1,342.8","4,818.9","1,340.6","2,004.4","1,473.9"
"2001","Charlotte, NC","636,459","7,775","66","293","2,996","4,420","41,982","10,285","27,291","4,406","1,221.6","10.4","46.0","470.7","694.5","6,596.2","1,616.0","4,287.9","692.3"
"2002","Charlotte, NC","646,864","7,583","67","289","2,893","4,334","41,014","10,516","25,860","4,638","1,172.3","10.4","44.7","447.2","670.0","6,340.4","1,625.7","3,997.7","717.0"
"2003","Charlotte, NC","668,003","7,194","66","306","2,688","4,134","44,534","11,066","26,628","6,840","1,076.9","9.9","45.8","402.4","618.9","6,666.7","1,656.6","3,986.2","1,023.9"
"2004","Charlotte, NC","661,883","7,275","59","312","2,786","4,118","46,927","12,021","28,129","6,777","1,099.1","8.9","47.1","420.9","622.2","7,089.9","1,816.2","4,249.8","1,023.9"
"2005","Charlotte, NC","677,122","7,933","85","323","3,649","3,876","46,589","12,783","26,708","7,098","1,171.6","12.6","47.7","538.9","572.4","6,880.4","1,887.8","3,944.3","1,048.3"
"2006","Charlotte, NC","699,398","7,532","83","346","3,207","3,896","48,886","13,582","28,154","7,150","1,076.9","11.9","49.5","458.5","557.1","6,989.7","1,942.0","4,025.5","1,022.3"
"2007","Charlotte, NC","733,291","7,233","76","282","3,191","3,684","51,279","12,948","32,313","6,018","986.4","10.4","38.5","435.2","502.4","6,993.0","1,765.7","4,406.6","820.7"
"2008","Charlotte, NC","758,769","7,070","83","272","2,984","3,731","46,934","11,933","29,735","5,266","931.8","10.9","35.8","393.3","491.7","6,185.5","1,572.7","3,918.8","694.0"
"2009","Charlotte, NC","777,708","5,625","58","303","2,346","2,918","38,533","9,817","25,379","3,337","723.3","7.5","39.0","301.7","375.2","4,954.7","1,262.3","3,263.3","429.1"
"2010","Charlotte, NC","779,541","4,891","61","239","1,795","2,796","34,701","9,325","22,711","2,665","627.4","7.8","30.7","230.3","358.7","4,451.5","1,196.2","2,913.4","341.9"
"2011","Charlotte, NC","789,478","4,787","56","218","1,612","2,901","32,008","8,536","21,371","2,101","606.4","7.1","27.6","204.2","367.5","4,054.3","1,081.2","2,707.0","266.1"
"2012","Charlotte, NC","808,504","5,238","52","223","1,798","3,165","32,587","7,761","22,688","2,138","647.9","6.4","27.6","222.4","391.5","4,030.5","959.9","2,806.2","264.4"
"2013","Charlotte, NC","837,638","5,093","59","230","1,805","2,999","30,569","6,439","22,274","1,856","608.0","7.0","27.5","215.5","358.0","3,649.4","768.7","2,659.1","221.6"
"2014","Charlotte, NC","856,916","5,054","47","210","1,586","3,211","30,565","6,031","22,827","1,707","589.8","5.5","24.5","185.1","374.7","3,566.9","703.8","2,663.9","199.2"
"2001","Albuquerque, NM","451,098","5,259","34","219","1,610","3,396","34,282","6,585","23,535","4,162","1,165.8","7.5","48.5","356.9","752.8","7,599.7","1,459.8","5,217.3","922.6"
"2002","Albuquerque, NM","457,488","4,889","51","293","1,295","3,250","30,873","5,452","21,371","4,050","1,068.7","11.1","64.0","283.1","710.4","6,748.4","1,191.7","4,671.4","885.3"
"2003","Albuquerque, NM","468,764","4,439","51","263","1,080","3,045","29,294","5,543","19,663","4,088","947.0","10.9","56.1","230.4","649.6","6,249.2","1,182.5","4,194.6","872.1"
"2004","Albuquerque, NM","479,074","4,720","41","235","1,238","3,206","29,557","5,243","20,469","3,845","985.2","8.6","49.1","258.4","669.2","6,169.6","1,094.4","4,272.6","802.6"
"2005","Albuquerque, NM","490,631","4,670","53","285","1,150","3,182","30,243","5,744","20,703","3,796","951.8","10.8","58.1","234.4","648.6","6,164.1","1,170.7","4,219.7","773.7"
"2006","Albuquerque, NM","500,955","4,550","34","286","1,171","3,059","31,757","6,352","19,890","5,515","908.3","6.8","57.1","233.8","610.6","6,339.3","1,268.0","3,970.4","1,100.9"
"2007","Albuquerque, NM","513,124","5,080","47","307","1,439","3,287","29,293","5,622","18,632","5,039","990.0","9.2","59.8","280.4","640.6","5,708.8","1,095.6","3,631.1","982.0"
"2008","Albuquerque, NM","527,464","4,718","38","370","1,350","2,960","31,994","6,224","21,098","4,672","894.5","7.2","70.1","255.9","561.2","6,065.6","1,180.0","3,999.9","885.7"
"2009","Albuquerque, NM","530,636","4,082","56","326","1,103","2,597","29,140","6,376","19,365","3,399","769.3","10.6","61.4","207.9","489.4","5,491.5","1,201.6","3,649.4","640.6"
"2010","Albuquerque, NM","545,852","4,291","42","338","940","2,971","26,372","5,465","18,134","2,773","786.1","7.7","61.9","172.2","544.3","4,831.3","1,001.2","3,322.1","508.0"
"2011","Albuquerque, NM","551,961","4,207","35","264","998","2,910","27,976","5,985","19,168","2,823","762.2","6.3","47.8","180.8","527.2","5,068.5","1,084.3","3,472.7","511.4"
"2012","Albuquerque, NM","553,684","4,151","41","278","1,092","2,740","29,718","6,677","20,298","2,743","749.7","7.4","50.2","197.2","494.9","5,367.3","1,205.9","3,666.0","495.4"
"2013","Albuquerque, NM","558,165","4,325","37","439","1,046","2,803","30,531","7,297","20,229","3,005","774.9","6.6","78.7","187.4","502.2","5,469.9","1,307.3","3,624.2","538.4"
"2014","Albuquerque, NM","558,874","4,934","30","402","1,381","3,121","30,437","6,123","20,756","3,558","882.8","5.4","71.9","247.1","558.4","5,446.1","1,095.6","3,713.9","636.6"
"2001","Columbus, OH","712,748","6,396","81","602","3,364","2,349","62,151","15,740","38,835","7,576","897.4","11.4","84.5","472.0","329.6","8,719.9","2,208.4","5,448.6","1,062.9"
"2002","Columbus, OH","715,739","6,499","81","673","3,503","2,242","59,762","16,066","36,063","7,633","908.0","11.3","94.0","489.4","313.2","8,349.7","2,244.7","5,038.6","1,066.5"
"2003","Columbus, OH","726,151","6,215","109","615","3,332","2,159","56,338","14,650","33,343","8,345","855.9","15.0","84.7","458.9","297.3","7,758.4","2,017.5","4,591.7","1,149.2"
"2004","Columbus, OH","729,911","5,939","78","598","3,358","1,905","57,260","14,617","34,111","8,532","813.7","10.7","81.9","460.1","261.0","7,844.8","2,002.6","4,673.3","1,168.9"
"2005","Columbus, OH","730,329","6,203","103","557","3,810","1,733","54,909","14,714","32,181","8,014","849.3","14.1","76.3","521.7","237.3","7,518.4","2,014.7","4,406.4","1,097.3"
"2006","Columbus, OH","731,547","5,952","85","598","3,654","1,615","52,294","14,862","31,041","6,391","813.6","11.6","81.7","499.5","220.8","7,148.4","2,031.6","4,243.2","873.6"
"2007","Columbus, OH","735,981","6,302","79","683","3,855","1,685","51,841","14,429","31,161","6,251","856.3","10.7","92.8","523.8","228.9","7,043.8","1,960.5","4,233.9","849.3"
"2008","Columbus, OH","751,887","5,854","100","644","3,601","1,509","48,563","14,753","28,485","5,325","778.6","13.3","85.7","478.9","200.7","6,458.8","1,962.1","3,788.5","708.2"
"2009","Columbus, OH","759,391","5,375","82","599","3,399","1,295","49,012","14,616","30,204","4,192","707.8","10.8","78.9","447.6","170.5","6,454.1","1,924.7","3,977.4","552.0"
"2010","Columbus, OH","787,033","5,472","95","574","3,369","1,434","50,323","15,258","30,906","4,159","695.3","12.1","72.9","428.1","182.2","6,394.0","1,938.7","3,926.9","528.4"
"2011","Columbus, OH","787,609","5,185","87","565","3,244","1,289","49,043","15,169","30,259","3,615","658.3","11.0","71.7","411.9","163.7","6,226.8","1,926.0","3,841.9","459.0"
"2012","Columbus, OH","797,384","2,341","32","255","1,473","581","18,713","6,846","10,232","1,635","","","","","","","","",""
"2013","Columbus, OH","816,364","4,446","78","692","2,463","1,213","40,576","11,789","25,404","3,383","544.6","9.6","84.8","301.7","148.6","4,970.3","1,444.1","3,111.8","414.4"
"2014","Columbus, OH","830,811","4,640","85","787","2,112","1,656","35,544","9,100","23,495","2,949","558.5","10.2","94.7","254.2","199.3","4,278.2","1,095.3","2,828.0","355.0"
"2001","Oklahoma City, OK","507,517","4,183","45","405","1,090","2,643","41,692","8,405","29,771","3,516","824.2","8.9","79.8","214.8","520.8","8,214.9","1,656.1","5,866.0","692.8"
"2002","Oklahoma City, OK","512,448","4,214","38","445","1,169","2,562","45,715","8,314","33,686","3,715","822.3","7.4","86.8","228.1","500.0","8,920.9","1,622.4","6,573.5","725.0"
"2003","Oklahoma City, OK","521,681","4,642","49","365","1,381","2,847","47,595","8,300","35,367","3,928","889.8","9.4","70.0","264.7","545.7","9,123.4","1,591.0","6,779.4","753.0"
"2004","Oklahoma City, OK","525,094","4,321","39","374","1,173","2,735","45,594","8,315","33,444","3,835","822.9","7.4","71.2","223.4","520.9","8,683.0","1,583.5","6,369.1","730.3"
"2005","Oklahoma City, OK","531,688","4,538","54","358","1,193","2,933","42,145","8,925","28,635","4,585","853.5","10.2","67.3","224.4","551.6","7,926.6","1,678.6","5,385.7","862.3"
"2006","Oklahoma City, OK","536,016","4,301","55","327","1,179","2,740","34,292","9,304","20,169","4,819","802.4","10.3","61.0","220.0","511.2","6,397.6","1,735.8","3,762.8","899.0"
"2007","Oklahoma City, OK","542,199","4,612","58","326","1,397","2,831","31,949","8,110","19,228","4,611","850.6","10.7","60.1","257.7","522.1","5,892.5","1,495.8","3,546.3","850.4"
"2008","Oklahoma City, OK","552,452","5,400","57","318","1,524","3,501","32,563","9,225","19,439","3,899","977.5","10.3","57.6","275.9","633.7","5,894.3","1,669.8","3,518.7","705.8"
"2009","Oklahoma City, OK","556,939","5,181","65","294","1,249","3,573","33,964","10,594","19,544","3,826","930.3","11.7","52.8","224.3","641.5","6,098.3","1,902.2","3,509.2","687.0"
"2010","Oklahoma City, OK","579,999","5,304","54","340","1,112","3,798","33,263","9,901","19,760","3,602","914.5","9.3","58.6","191.7","654.8","5,735.0","1,707.1","3,406.9","621.0"
